basename,deepest_name,names
290_20210725043322_14540,Psychodidae,"['Psychodidae', 'Insecta', 'Animalia', 'Diptera']"
192_20200711191120_12827,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
178_20200618003626_8856,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
158_20200721230229_19464,Leptoceridae,"['Insecta', 'Animalia', 'Trichoptera', 'Leptoceridae']"
192_20200808002233_22135,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
192_20200724112811_1587_t,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
194_20200602231246_1526,Formicidae,"['Hymenoptera', 'Insecta', 'Animalia', 'Formicidae']"
294_20210815024949_4979_t,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
192_20200729085122_38456,Diptera,"['Insecta', 'Animalia', 'Diptera']"
192_20200712212602_18312,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
118_20200808225026_32064,Collembola,"['Animalia', 'Collembola', 'Entognatha']"
112_20200616025701_33970,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
112_20200617003854_2669_t,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
294_20210815050847_32463,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
252_20210822063914_7732,Araneae,"['Animalia', 'Araneae', 'Arachnida']"
153_20200627034240_12119,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
153_20200616074841_38541,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
192_20200722171634_36261,Diptera,"['Insecta', 'Animalia', 'Diptera']"
153_20200618121032_24421,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
141_20200725015806_35936,Leptoceridae,"['Insecta', 'Animalia', 'Trichoptera', 'Leptoceridae']"
274_20210831010003_27782,Diptera,"['Insecta', 'Animalia', 'Diptera']"
196_20200814231016_10949,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
294_20210813014708_41563,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
196_20200809015538_21804,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
174_20200725100322_39943,Insecta,"['Insecta', 'Animalia']"
120_20200625235755_21540,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
150_20200726002624_8359,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
290_20210904005534_30343,Diptera,"['Insecta', 'Animalia', 'Diptera']"
174_20200714001020_32365,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
153_20200618121032_24431,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
192_20200715165926_1198_t,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
111_20200618031907_11636,Auchenorrhyncha indet.,"['Insecta', 'Animalia', 'Hemiptera', 'Auchenorrhyncha indet.']"
150_20200719030004_2997_t,Crambidae,"['Insecta', 'Animalia', 'Crambidae', 'Lepidoptera']"
126_20200719010227_15330,Aphididae,"['Insecta', 'Animalia', 'Hemiptera', 'Aphididae']"
153_20200616190340_37213,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
192_20200724112811_1846_t,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
126_20200809024112_20974,Crambidae,"['Insecta', 'Animalia', 'Crambidae', 'Lepidoptera']"
290_20210912045848_8311,Parasitica indet.,"['Hymenoptera', 'Insecta', 'Animalia', 'Parasitica indet.']"
169_20200619233933_39483,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
133_20200710025322_3872,Diptera,"['Insecta', 'Animalia', 'Diptera']"
131_20200708232042_3452_t,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
196_20200809024853_32144,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
157_20200715224921_26317,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
178_20200618011145_14606,Miridae,"['Miridae', 'Insecta', 'Animalia', 'Hemiptera']"
192_20200722090027_28418,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
192_20200723161615_6204,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
271_20210923005352_18504,Tipulidae,"['Insecta', 'Animalia', 'Diptera', 'Tipulidae']"
126_20200701032017_4849,Crambidae,"['Insecta', 'Animalia', 'Crambidae', 'Lepidoptera']"
294_20210820184926_37594,Diptera,"['Insecta', 'Animalia', 'Diptera']"
192_20200722171634_36640,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
174_20200719224924_24714,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
250_20210801002034_39741,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
174_20200724031729_9612,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
196_20200808030025_17309,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
150_20200719230541_13036,Arachnida,"['Animalia', 'Arachnida']"
170_20200801011045_38355,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
192_20200722090027_28472,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
192_20200721131816_411,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
153_20200618121032_24429,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
150_20200719030004_2994_t,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
192_20200723161615_6434,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
178_20200618011145_14842,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
261_20211010213234_39137,Aphididae,"['Insecta', 'Animalia', 'Hemiptera', 'Aphididae']"
196_20200812012227_31644,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
294_20210815220058_34309,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
174_20200716160539_9487,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
192_20200721171515_16068,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
192_20200724194326_17780,Araneae,"['Animalia', 'Araneae', 'Arachnida']"
112_20200616025701_33746,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
174_20200718013418_2480,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
157_20200713012350_42179,Geometridae,"['Insecta', 'Animalia', 'Geometridae', 'Lepidoptera']"
126_20200801023619_32665,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
120_20200625032451_16452,Insecta,"['Insecta', 'Animalia']"
207_20210804054909_19047,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
276_20210814012232_35690,Aphididae,"['Insecta', 'Animalia', 'Hemiptera', 'Aphididae']"
292_20210830105949_18501,Tipulidae,"['Insecta', 'Animalia', 'Diptera', 'Tipulidae']"
174_20200714001020_32429,Diptera,"['Insecta', 'Animalia', 'Diptera']"
172_20200810234720_24012,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
174_20200720062924_41871,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
196_20200809024853_32089,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
290_20210810140505_21650,Coleoptera,"['Coleoptera', 'Insecta', 'Animalia']"
126_20200815002328_19224,Tortricidae,"['Insecta', 'Animalia', 'Tortricidae', 'Lepidoptera']"
155_20200810000447_4479_t,Cecidomyiidae,"['Insecta', 'Animalia', 'Diptera', 'Cecidomyiidae']"
126_20200810000545_5714_t,Cecidomyiidae,"['Insecta', 'Animalia', 'Diptera', 'Cecidomyiidae']"
174_20200720062924_41874,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
170_20200801004045_22320,Psychodidae,"['Psychodidae', 'Insecta', 'Animalia', 'Diptera']"
192_20200805230156_2103_t,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
274_20210907012826_14423,Aphididae,"['Insecta', 'Animalia', 'Hemiptera', 'Aphididae']"
150_20200709023602_26684,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
148_20200627001735_2405,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
178_20200618011145_14772,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
112_20200616025701_33867,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
196_20200813000842_17003,Lepidoptera,"['Insecta', 'Animalia', 'Lepidoptera']"
148_20200801033235_37721,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
126_20200725001402_33202,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
250_20210801002034_39735,Limoniidae,"['Insecta', 'Animalia', 'Diptera', 'Limoniidae']"
245_20210912031440_5972,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
126_20200710023204_7681,Diptera,"['Insecta', 'Animalia', 'Diptera']"
192_20200722090027_28366,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
105_20200805011158_28055,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
169_20200627014007_25140,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
172_20200808225425_34374,Hemiptera,"['Insecta', 'Animalia', 'Hemiptera']"
249_20210810152605_4607,Fanniidae,"['Fanniidae', 'Insecta', 'Animalia', 'Diptera']"
198_20200731024651_42086,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
182_20200703221304_4466,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
124_20200808005124_25533,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
174_20200712125041_24355,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
106_20200808233954_13867,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
192_20200715002421_21117,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
176_20200812235743_42145,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
192_20200722171634_36459,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
159_20200724225946_34141,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
170_20200814052839_5038_t,Collembola,"['Animalia', 'Collembola', 'Entognatha']"
172_20200821234320_39050,Cecidomyiidae,"['Insecta', 'Animalia', 'Diptera', 'Cecidomyiidae']"
174_20200719224924_24695,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
192_20200725054003_5488_t,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
118_20200808225415_7430,Psychodidae,"['Psychodidae', 'Insecta', 'Animalia', 'Diptera']"
296_20210816054915_26832,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
253_20210723051022_8678,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
266_20210812232437_37149,Cecidomyiidae,"['Insecta', 'Animalia', 'Diptera', 'Cecidomyiidae']"
249_20210805222032_38140,Tortricidae,"['Insecta', 'Animalia', 'Tortricidae', 'Lepidoptera']"
108_20200810015125_14461,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
192_20200712120837_2714,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
267_20210726012943_1539,Limoniidae,"['Insecta', 'Animalia', 'Diptera', 'Limoniidae']"
192_20200805205425_28774,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
126_20200807003757_38986,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
271_20210923214929_35798,Limoniidae,"['Insecta', 'Animalia', 'Diptera', 'Limoniidae']"
112_20200615004920_5275,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
169_20200623033957_22645,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
149_20200623032801_24080,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
130_20200729015844_594,Lepidoptera,"['Insecta', 'Animalia', 'Lepidoptera']"
282_20210901012823_40129,Hymenoptera,"['Hymenoptera', 'Insecta', 'Animalia']"
192_20200725054003_5309_t,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
148_20200617225043_19383,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
192_20200714210351_892,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
271_20210916073032_41751,Ichneumonidae,"['Hymenoptera', 'Insecta', 'Ichneumonidae', 'Animalia']"
213_20210904231601_26454,Geometridae,"['Insecta', 'Animalia', 'Geometridae', 'Lepidoptera']"
108_20200811003418_29863,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
191_20200601012934_893_t,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
250_20210801004024_11446,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
103_20200722020856_28035,Insecta,"['Insecta', 'Animalia']"
196_20200811230959_18752,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
120_20200626010824_41925,Plutellidae,"['Plutellidae', 'Insecta', 'Animalia', 'Lepidoptera']"
294_20210813225345_36956,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
192_20200715002421_21302,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
174_20200721132249_17451,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
250_20210801002034_39756,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
196_20200809015538_21831,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
192_20200712212602_18381,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
157_20200716013319_33334,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
192_20200715165926_973_t,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
271_20210917213713_4784_t,Aphididae,"['Insecta', 'Animalia', 'Hemiptera', 'Aphididae']"
253_20210802064326_8482,Insecta,"['Insecta', 'Animalia']"
196_20200808233933_649,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
170_20200822042118_5991,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
153_20200621021952_38893,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
290_20210824065153_28861,Hymenoptera,"['Hymenoptera', 'Insecta', 'Animalia']"
192_20200722171634_36471,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
105_20200817000215_27630,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
249_20210814041746_11179,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
111_20200619021546_12716,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
293_20210812013122_35048,Leptoceridae,"['Insecta', 'Animalia', 'Trichoptera', 'Leptoceridae']"
192_20200725054003_5388_t,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
174_20200716033727_6710,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
294_20210814012806_8567,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
112_20200616025701_33857,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
192_20200722090027_28543,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
276_20210807224012_21030,Tortricidae,"['Insecta', 'Animalia', 'Tortricidae', 'Lepidoptera']"
169_20200627033450_13457,Leptoceridae,"['Insecta', 'Animalia', 'Trichoptera', 'Leptoceridae']"
141_20200725014112_5461,Leptoceridae,"['Insecta', 'Animalia', 'Trichoptera', 'Leptoceridae']"
271_20210925220728_27767,Tipulidae,"['Insecta', 'Animalia', 'Diptera', 'Tipulidae']"
118_20200827000312_31863,Formicidae,"['Hymenoptera', 'Insecta', 'Animalia', 'Formicidae']"
182_20200702020310_23706,Opiliones,"['Animalia', 'Opiliones', 'Arachnida']"
192_20200724194326_17588,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
271_20210913230459_31713,Aphididae,"['Insecta', 'Animalia', 'Hemiptera', 'Aphididae']"
220_20210901231519_4878,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
172_20200811224627_7769,Collembola,"['Animalia', 'Collembola', 'Entognatha']"
296_20210814042611_4585,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
118_20200818020344_26030,Crambidae,"['Insecta', 'Animalia', 'Crambidae', 'Lepidoptera']"
252_20210822051243_9717,Araneae,"['Animalia', 'Araneae', 'Arachnida']"
178_20200618011145_15023,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
293_20210812005317_3646,Diptera,"['Insecta', 'Animalia', 'Diptera']"
261_20210918205358_27873,Psychodidae,"['Psychodidae', 'Insecta', 'Animalia', 'Diptera']"
261_20210908013425_22454,Psychodidae,"['Psychodidae', 'Insecta', 'Animalia', 'Diptera']"
178_20200618011145_15184,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
118_20200617021633_5707,Hymenoptera,"['Hymenoptera', 'Insecta', 'Animalia']"
157_20200625014834_31748,Chrysoteuchia culmella,"['Insecta', 'Animalia', 'Crambidae', 'Chrysoteuchia', 'Lepidoptera', 'Chrysoteuchia culmella']"
264_20210810230755_24016,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
271_20210916224016_40676,Aphididae,"['Insecta', 'Animalia', 'Hemiptera', 'Aphididae']"
174_20200714203210_200_t,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
192_20200721171515_16146,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
192_20200711235713_20741,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
192_20200723161615_6134,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
126_20200716013829_6898,Insecta,"['Insecta', 'Animalia']"
108_20200810013759_37360,Ceratopogonidae,"['Insecta', 'Animalia', 'Diptera', 'Ceratopogonidae']"
192_20200725054003_5450_t,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
248_20210809020044_41184,Tortricidae,"['Insecta', 'Animalia', 'Tortricidae', 'Lepidoptera']"
124_20200806235141_11421,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
153_20200617155357_40375,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
196_20200813000842_17014,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
120_20200626010824_41942,Insecta,"['Insecta', 'Animalia']"
294_20210815034155_1364,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
261_20210905014146_8556,Tortricidae,"['Insecta', 'Animalia', 'Tortricidae', 'Lepidoptera']"
192_20200723161615_6122,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
174_20200714001020_32430,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
126_20200810000545_5616_t,Agapeta hamana,"['Insecta', 'Animalia', 'Tortricidae', 'Lepidoptera', 'Agapeta', 'Agapeta hamana']"
124_20200804150814_201,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
118_20200812223326_27551,Insecta,"['Insecta', 'Animalia']"
111_20200613024422_24937,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
211_20210825024258_27159,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
286_20210902150953_22461,Apidae,"['Apidae', 'Hymenoptera', 'Insecta', 'Animalia']"
290_20210912010755_37438,Limoniidae,"['Insecta', 'Animalia', 'Diptera', 'Limoniidae']"
146_20200616023945_37815,Insecta,"['Insecta', 'Animalia']"
150_20200613035259_23221,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
153_20200627034240_12148,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
178_20200618003626_8868,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
108_20200810230745_7907,Hymenoptera,"['Hymenoptera', 'Insecta', 'Animalia']"
192_20200724112811_1518_t,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
178_20200618011145_15096,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
198_20200730000949_19753,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
124_20200804102711_41428,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
124_20200805094211_42232,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
172_20200807233730_29820,Trichoptera,"['Insecta', 'Animalia', 'Trichoptera']"
112_20200616025701_33782,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
157_20200716013319_33368,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
294_20210816014358_36128,Tortricidae,"['Insecta', 'Animalia', 'Tortricidae', 'Lepidoptera']"
225_20210727035036_20159,Diptera,"['Insecta', 'Animalia', 'Diptera']"
153_20200604155010_105_t,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
196_20200807032528_27261,Insecta,"['Insecta', 'Animalia']"
192_20200725054003_5138_t,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
192_20200721201113_41076,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
223_20210901224648_26650,Tortricidae,"['Insecta', 'Animalia', 'Tortricidae', 'Lepidoptera']"
192_20200714210351_1013,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
192_20200722171634_36317,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
178_20200618011145_14800,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
192_20200721131816_480,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
192_20200724194326_17751,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
126_20200710023204_7684,Empididae,"['Insecta', 'Animalia', 'Diptera', 'Empididae']"
148_20200622000507_4987,Chrysoteuchia culmella,"['Insecta', 'Animalia', 'Crambidae', 'Chrysoteuchia', 'Lepidoptera', 'Chrysoteuchia culmella']"
244_20210907235117_25016,Geometridae,"['Insecta', 'Animalia', 'Geometridae', 'Lepidoptera']"
192_20200722171634_36454,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
126_20200809024112_20889,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
108_20200810015125_14479,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
287_20210813230823_22225,Araneae,"['Animalia', 'Araneae', 'Arachnida']"
192_20200722171634_36282,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
192_20200715165926_1026_t,Diptera,"['Insecta', 'Animalia', 'Diptera']"
192_20200808025151_35143,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
192_20200721131816_298,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
192_20200724112811_1811_t,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
192_20200723161615_6332,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
196_20200810232553_1836,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
290_20210725034332_3047,Parasitica indet.,"['Hymenoptera', 'Insecta', 'Animalia', 'Parasitica indet.']"
170_20200812043746_2528,Diptera,"['Insecta', 'Animalia', 'Diptera']"
174_20200716160539_9484,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
192_20200724194326_17716,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
170_20200725034644_8198,Auchenorrhyncha indet.,"['Insecta', 'Animalia', 'Hemiptera', 'Auchenorrhyncha indet.']"
185_20200831012824_12772,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
126_20200810000545_5659_t,Hydroptilidae,"['Insecta', 'Animalia', 'Trichoptera', 'Hydroptilidae']"
153_20200620190138_33122,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
296_20210803225603_39445,Limoniidae,"['Insecta', 'Animalia', 'Diptera', 'Limoniidae']"
196_20200810232553_1732,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
174_20200722005034_2831,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
105_20200805030545_41310,Cecidomyiidae,"['Insecta', 'Animalia', 'Diptera', 'Cecidomyiidae']"
192_20200722171634_36656,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
196_20200808233933_728,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
271_20210820215426_12814,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
178_20200618011145_14796,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
153_20200616151144_2994,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
192_20200712212602_18307,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
148_20200626225929_2903_t,Insecta,"['Insecta', 'Animalia']"
196_20200814231016_10984,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
108_20200811003418_29880,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
153_20200618121032_24449,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
294_20210815025424_39674,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
192_20200807030520_32966,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
170_20200724005615_29571,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
174_20200720062924_41788,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
242_20210801225304_28893,Plutellidae,"['Plutellidae', 'Insecta', 'Animalia', 'Lepidoptera']"
